"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"15/11/2024 00:00:00 - 15/11/2024 01:00:00","BZN|BE","Without sequence","110.99","",""
"15/11/2024 01:00:00 - 15/11/2024 02:00:00","BZN|BE","Without sequence","107.0","",""
"15/11/2024 02:00:00 - 15/11/2024 03:00:00","BZN|BE","Without sequence","107.21","",""
"15/11/2024 03:00:00 - 15/11/2024 04:00:00","BZN|BE","Without sequence","103.82","",""
"15/11/2024 04:00:00 - 15/11/2024 05:00:00","BZN|BE","Without sequence","104.6","",""
"15/11/2024 05:00:00 - 15/11/2024 06:00:00","BZN|BE","Without sequence","109.05","",""
"15/11/2024 06:00:00 - 15/11/2024 07:00:00","BZN|BE","Without sequence","130.21","",""
"15/11/2024 07:00:00 - 15/11/2024 08:00:00","BZN|BE","Without sequence","146.1","",""
"15/11/2024 08:00:00 - 15/11/2024 09:00:00","BZN|BE","Without sequence","159.16","",""
"15/11/2024 09:00:00 - 15/11/2024 10:00:00","BZN|BE","Without sequence","147.16","",""
"15/11/2024 10:00:00 - 15/11/2024 11:00:00","BZN|BE","Without sequence","134.11","",""
"15/11/2024 11:00:00 - 15/11/2024 12:00:00","BZN|BE","Without sequence","129.27","",""
"15/11/2024 12:00:00 - 15/11/2024 13:00:00","BZN|BE","Without sequence","120.93","",""
"15/11/2024 13:00:00 - 15/11/2024 14:00:00","BZN|BE","Without sequence","120.35","",""
"15/11/2024 14:00:00 - 15/11/2024 15:00:00","BZN|BE","Without sequence","124.38","",""
"15/11/2024 15:00:00 - 15/11/2024 16:00:00","BZN|BE","Without sequence","127.85","",""
"15/11/2024 16:00:00 - 15/11/2024 17:00:00","BZN|BE","Without sequence","130.14","",""
"15/11/2024 17:00:00 - 15/11/2024 18:00:00","BZN|BE","Without sequence","137.81","",""
"15/11/2024 18:00:00 - 15/11/2024 19:00:00","BZN|BE","Without sequence","136.66","",""
"15/11/2024 19:00:00 - 15/11/2024 20:00:00","BZN|BE","Without sequence","131.97","",""
"15/11/2024 20:00:00 - 15/11/2024 21:00:00","BZN|BE","Without sequence","119.52","",""
"15/11/2024 21:00:00 - 15/11/2024 22:00:00","BZN|BE","Without sequence","117.75","",""
"15/11/2024 22:00:00 - 15/11/2024 23:00:00","BZN|BE","Without sequence","125.6","",""
"15/11/2024 23:00:00 - 16/11/2024 00:00:00","BZN|BE","Without sequence","118.64","",""
"16/11/2024 00:00:00 - 16/11/2024 01:00:00","BZN|BE","Without sequence","103.34","",""
"16/11/2024 01:00:00 - 16/11/2024 02:00:00","BZN|BE","Without sequence","98.22","",""
"16/11/2024 02:00:00 - 16/11/2024 03:00:00","BZN|BE","Without sequence","94.61","",""
"16/11/2024 03:00:00 - 16/11/2024 04:00:00","BZN|BE","Without sequence","92.28","",""
"16/11/2024 04:00:00 - 16/11/2024 05:00:00","BZN|BE","Without sequence","90.71","",""
"16/11/2024 05:00:00 - 16/11/2024 06:00:00","BZN|BE","Without sequence","90.58","",""
"16/11/2024 06:00:00 - 16/11/2024 07:00:00","BZN|BE","Without sequence","93.99","",""
"16/11/2024 07:00:00 - 16/11/2024 08:00:00","BZN|BE","Without sequence","104.09","",""
"16/11/2024 08:00:00 - 16/11/2024 09:00:00","BZN|BE","Without sequence","112.7","",""
"16/11/2024 09:00:00 - 16/11/2024 10:00:00","BZN|BE","Without sequence","115.54","",""
"16/11/2024 10:00:00 - 16/11/2024 11:00:00","BZN|BE","Without sequence","112.12","",""
"16/11/2024 11:00:00 - 16/11/2024 12:00:00","BZN|BE","Without sequence","105.38","",""
"16/11/2024 12:00:00 - 16/11/2024 13:00:00","BZN|BE","Without sequence","103.0","",""
"16/11/2024 13:00:00 - 16/11/2024 14:00:00","BZN|BE","Without sequence","99.57","",""
"16/11/2024 14:00:00 - 16/11/2024 15:00:00","BZN|BE","Without sequence","100.0","",""
"16/11/2024 15:00:00 - 16/11/2024 16:00:00","BZN|BE","Without sequence","105.05","",""
"16/11/2024 16:00:00 - 16/11/2024 17:00:00","BZN|BE","Without sequence","115.28","",""
"16/11/2024 17:00:00 - 16/11/2024 18:00:00","BZN|BE","Without sequence","126.8","",""
"16/11/2024 18:00:00 - 16/11/2024 19:00:00","BZN|BE","Without sequence","135.47","",""
"16/11/2024 19:00:00 - 16/11/2024 20:00:00","BZN|BE","Without sequence","136.9","",""
"16/11/2024 20:00:00 - 16/11/2024 21:00:00","BZN|BE","Without sequence","117.0","",""
"16/11/2024 21:00:00 - 16/11/2024 22:00:00","BZN|BE","Without sequence","103.03","",""
"16/11/2024 22:00:00 - 16/11/2024 23:00:00","BZN|BE","Without sequence","102.23","",""
"16/11/2024 23:00:00 - 17/11/2024 00:00:00","BZN|BE","Without sequence","95.03","",""
"17/11/2024 00:00:00 - 17/11/2024 01:00:00","BZN|BE","Without sequence","89.23","",""
"17/11/2024 01:00:00 - 17/11/2024 02:00:00","BZN|BE","Without sequence","81.58","",""
"17/11/2024 02:00:00 - 17/11/2024 03:00:00","BZN|BE","Without sequence","76.63","",""
"17/11/2024 03:00:00 - 17/11/2024 04:00:00","BZN|BE","Without sequence","63.99","",""
"17/11/2024 04:00:00 - 17/11/2024 05:00:00","BZN|BE","Without sequence","49.03","",""
"17/11/2024 05:00:00 - 17/11/2024 06:00:00","BZN|BE","Without sequence","43.64","",""
"17/11/2024 06:00:00 - 17/11/2024 07:00:00","BZN|BE","Without sequence","50.3","",""
"17/11/2024 07:00:00 - 17/11/2024 08:00:00","BZN|BE","Without sequence","66.67","",""
"17/11/2024 08:00:00 - 17/11/2024 09:00:00","BZN|BE","Without sequence","79.59","",""
"17/11/2024 09:00:00 - 17/11/2024 10:00:00","BZN|BE","Without sequence","88.88","",""
"17/11/2024 10:00:00 - 17/11/2024 11:00:00","BZN|BE","Without sequence","89.85","",""
"17/11/2024 11:00:00 - 17/11/2024 12:00:00","BZN|BE","Without sequence","101.4","",""
"17/11/2024 12:00:00 - 17/11/2024 13:00:00","BZN|BE","Without sequence","110.3","",""
"17/11/2024 13:00:00 - 17/11/2024 14:00:00","BZN|BE","Without sequence","107.85","",""
"17/11/2024 14:00:00 - 17/11/2024 15:00:00","BZN|BE","Without sequence","73.26","",""
"17/11/2024 15:00:00 - 17/11/2024 16:00:00","BZN|BE","Without sequence","103.33","",""
"17/11/2024 16:00:00 - 17/11/2024 17:00:00","BZN|BE","Without sequence","95.84","",""
"17/11/2024 17:00:00 - 17/11/2024 18:00:00","BZN|BE","Without sequence","118.59","",""
"17/11/2024 18:00:00 - 17/11/2024 19:00:00","BZN|BE","Without sequence","159.98","",""
"17/11/2024 19:00:00 - 17/11/2024 20:00:00","BZN|BE","Without sequence","162.5","",""
"17/11/2024 20:00:00 - 17/11/2024 21:00:00","BZN|BE","Without sequence","122.46","",""
"17/11/2024 21:00:00 - 17/11/2024 22:00:00","BZN|BE","Without sequence","118.08","",""
"17/11/2024 22:00:00 - 17/11/2024 23:00:00","BZN|BE","Without sequence","116.53","",""
"17/11/2024 23:00:00 - 18/11/2024 00:00:00","BZN|BE","Without sequence","98.73","",""
"18/11/2024 00:00:00 - 18/11/2024 01:00:00","BZN|BE","Without sequence","102.3","",""
"18/11/2024 01:00:00 - 18/11/2024 02:00:00","BZN|BE","Without sequence","91.7","",""
"18/11/2024 02:00:00 - 18/11/2024 03:00:00","BZN|BE","Without sequence","81.94","",""
"18/11/2024 03:00:00 - 18/11/2024 04:00:00","BZN|BE","Without sequence","67.82","",""
"18/11/2024 04:00:00 - 18/11/2024 05:00:00","BZN|BE","Without sequence","71.23","",""
"18/11/2024 05:00:00 - 18/11/2024 06:00:00","BZN|BE","Without sequence","84.87","",""
"18/11/2024 06:00:00 - 18/11/2024 07:00:00","BZN|BE","Without sequence","100.67","",""
"18/11/2024 07:00:00 - 18/11/2024 08:00:00","BZN|BE","Without sequence","124.3","",""
"18/11/2024 08:00:00 - 18/11/2024 09:00:00","BZN|BE","Without sequence","124.26","",""
"18/11/2024 09:00:00 - 18/11/2024 10:00:00","BZN|BE","Without sequence","121.45","",""
"18/11/2024 10:00:00 - 18/11/2024 11:00:00","BZN|BE","Without sequence","117.69","",""
"18/11/2024 11:00:00 - 18/11/2024 12:00:00","BZN|BE","Without sequence","111.25","",""
"18/11/2024 12:00:00 - 18/11/2024 13:00:00","BZN|BE","Without sequence","105.05","",""
"18/11/2024 13:00:00 - 18/11/2024 14:00:00","BZN|BE","Without sequence","109.4","",""
"18/11/2024 14:00:00 - 18/11/2024 15:00:00","BZN|BE","Without sequence","114.57","",""
"18/11/2024 15:00:00 - 18/11/2024 16:00:00","BZN|BE","Without sequence","125.57","",""
"18/11/2024 16:00:00 - 18/11/2024 17:00:00","BZN|BE","Without sequence","138.84","",""
"18/11/2024 17:00:00 - 18/11/2024 18:00:00","BZN|BE","Without sequence","155.57","",""
"18/11/2024 18:00:00 - 18/11/2024 19:00:00","BZN|BE","Without sequence","164.98","",""
"18/11/2024 19:00:00 - 18/11/2024 20:00:00","BZN|BE","Without sequence","155.6","",""
"18/11/2024 20:00:00 - 18/11/2024 21:00:00","BZN|BE","Without sequence","128.81","",""
"18/11/2024 21:00:00 - 18/11/2024 22:00:00","BZN|BE","Without sequence","118.06","",""
"18/11/2024 22:00:00 - 18/11/2024 23:00:00","BZN|BE","Without sequence","117.16","",""
"18/11/2024 23:00:00 - 19/11/2024 00:00:00","BZN|BE","Without sequence","108.4","",""
"19/11/2024 00:00:00 - 19/11/2024 01:00:00","BZN|BE","Without sequence","99.57","",""
"19/11/2024 01:00:00 - 19/11/2024 02:00:00","BZN|BE","Without sequence","93.42","",""
"19/11/2024 02:00:00 - 19/11/2024 03:00:00","BZN|BE","Without sequence","79.85","",""
"19/11/2024 03:00:00 - 19/11/2024 04:00:00","BZN|BE","Without sequence","69.58","",""
"19/11/2024 04:00:00 - 19/11/2024 05:00:00","BZN|BE","Without sequence","68.84","",""
"19/11/2024 05:00:00 - 19/11/2024 06:00:00","BZN|BE","Without sequence","55.63","",""
"19/11/2024 06:00:00 - 19/11/2024 07:00:00","BZN|BE","Without sequence","92.16","",""
"19/11/2024 07:00:00 - 19/11/2024 08:00:00","BZN|BE","Without sequence","114.35","",""
"19/11/2024 08:00:00 - 19/11/2024 09:00:00","BZN|BE","Without sequence","121.62","",""
"19/11/2024 09:00:00 - 19/11/2024 10:00:00","BZN|BE","Without sequence","129.5","",""
"19/11/2024 10:00:00 - 19/11/2024 11:00:00","BZN|BE","Without sequence","139.63","",""
"19/11/2024 11:00:00 - 19/11/2024 12:00:00","BZN|BE","Without sequence","138.56","",""
"19/11/2024 12:00:00 - 19/11/2024 13:00:00","BZN|BE","Without sequence","136.05","",""
"19/11/2024 13:00:00 - 19/11/2024 14:00:00","BZN|BE","Without sequence","131.65","",""
"19/11/2024 14:00:00 - 19/11/2024 15:00:00","BZN|BE","Without sequence","127.99","",""
"19/11/2024 15:00:00 - 19/11/2024 16:00:00","BZN|BE","Without sequence","123.6","",""
"19/11/2024 16:00:00 - 19/11/2024 17:00:00","BZN|BE","Without sequence","126.98","",""
"19/11/2024 17:00:00 - 19/11/2024 18:00:00","BZN|BE","Without sequence","136.66","",""
"19/11/2024 18:00:00 - 19/11/2024 19:00:00","BZN|BE","Without sequence","135.24","",""
"19/11/2024 19:00:00 - 19/11/2024 20:00:00","BZN|BE","Without sequence","126.72","",""
"19/11/2024 20:00:00 - 19/11/2024 21:00:00","BZN|BE","Without sequence","117.19","",""
"19/11/2024 21:00:00 - 19/11/2024 22:00:00","BZN|BE","Without sequence","108.17","",""
"19/11/2024 22:00:00 - 19/11/2024 23:00:00","BZN|BE","Without sequence","105.77","",""
"19/11/2024 23:00:00 - 20/11/2024 00:00:00","BZN|BE","Without sequence","90.13","",""
"20/11/2024 00:00:00 - 20/11/2024 01:00:00","BZN|BE","Without sequence","101.2","",""
"20/11/2024 01:00:00 - 20/11/2024 02:00:00","BZN|BE","Without sequence","91.61","",""
"20/11/2024 02:00:00 - 20/11/2024 03:00:00","BZN|BE","Without sequence","86.81","",""
"20/11/2024 03:00:00 - 20/11/2024 04:00:00","BZN|BE","Without sequence","81.6","",""
"20/11/2024 04:00:00 - 20/11/2024 05:00:00","BZN|BE","Without sequence","80.32","",""
"20/11/2024 05:00:00 - 20/11/2024 06:00:00","BZN|BE","Without sequence","90.79","",""
"20/11/2024 06:00:00 - 20/11/2024 07:00:00","BZN|BE","Without sequence","106.1","",""
"20/11/2024 07:00:00 - 20/11/2024 08:00:00","BZN|BE","Without sequence","127.25","",""
"20/11/2024 08:00:00 - 20/11/2024 09:00:00","BZN|BE","Without sequence","142.87","",""
"20/11/2024 09:00:00 - 20/11/2024 10:00:00","BZN|BE","Without sequence","139.9","",""
"20/11/2024 10:00:00 - 20/11/2024 11:00:00","BZN|BE","Without sequence","118.02","",""
"20/11/2024 11:00:00 - 20/11/2024 12:00:00","BZN|BE","Without sequence","108.0","",""
"20/11/2024 12:00:00 - 20/11/2024 13:00:00","BZN|BE","Without sequence","97.75","",""
"20/11/2024 13:00:00 - 20/11/2024 14:00:00","BZN|BE","Without sequence","97.85","",""
"20/11/2024 14:00:00 - 20/11/2024 15:00:00","BZN|BE","Without sequence","106.4","",""
"20/11/2024 15:00:00 - 20/11/2024 16:00:00","BZN|BE","Without sequence","126.42","",""
"20/11/2024 16:00:00 - 20/11/2024 17:00:00","BZN|BE","Without sequence","133.65","",""
"20/11/2024 17:00:00 - 20/11/2024 18:00:00","BZN|BE","Without sequence","142.15","",""
"20/11/2024 18:00:00 - 20/11/2024 19:00:00","BZN|BE","Without sequence","142.8","",""
"20/11/2024 19:00:00 - 20/11/2024 20:00:00","BZN|BE","Without sequence","140.97","",""
"20/11/2024 20:00:00 - 20/11/2024 21:00:00","BZN|BE","Without sequence","135.98","",""
"20/11/2024 21:00:00 - 20/11/2024 22:00:00","BZN|BE","Without sequence","125.27","",""
"20/11/2024 22:00:00 - 20/11/2024 23:00:00","BZN|BE","Without sequence","117.5","",""
"20/11/2024 23:00:00 - 21/11/2024 00:00:00","BZN|BE","Without sequence","103.5","",""
"21/11/2024 00:00:00 - 21/11/2024 01:00:00","BZN|BE","Without sequence","93.96","",""
"21/11/2024 01:00:00 - 21/11/2024 02:00:00","BZN|BE","Without sequence","90.4","",""
"21/11/2024 02:00:00 - 21/11/2024 03:00:00","BZN|BE","Without sequence","86.8","",""
"21/11/2024 03:00:00 - 21/11/2024 04:00:00","BZN|BE","Without sequence","84.15","",""
"21/11/2024 04:00:00 - 21/11/2024 05:00:00","BZN|BE","Without sequence","84.23","",""
"21/11/2024 05:00:00 - 21/11/2024 06:00:00","BZN|BE","Without sequence","93.51","",""
"21/11/2024 06:00:00 - 21/11/2024 07:00:00","BZN|BE","Without sequence","109.4","",""
"21/11/2024 07:00:00 - 21/11/2024 08:00:00","BZN|BE","Without sequence","123.36","",""
"21/11/2024 08:00:00 - 21/11/2024 09:00:00","BZN|BE","Without sequence","133.85","",""
"21/11/2024 09:00:00 - 21/11/2024 10:00:00","BZN|BE","Without sequence","135.04","",""
"21/11/2024 10:00:00 - 21/11/2024 11:00:00","BZN|BE","Without sequence","127.44","",""
"21/11/2024 11:00:00 - 21/11/2024 12:00:00","BZN|BE","Without sequence","115.55","",""
"21/11/2024 12:00:00 - 21/11/2024 13:00:00","BZN|BE","Without sequence","113.7","",""
"21/11/2024 13:00:00 - 21/11/2024 14:00:00","BZN|BE","Without sequence","121.29","",""
"21/11/2024 14:00:00 - 21/11/2024 15:00:00","BZN|BE","Without sequence","134.4","",""
"21/11/2024 15:00:00 - 21/11/2024 16:00:00","BZN|BE","Without sequence","144.79","",""
"21/11/2024 16:00:00 - 21/11/2024 17:00:00","BZN|BE","Without sequence","161.23","",""
"21/11/2024 17:00:00 - 21/11/2024 18:00:00","BZN|BE","Without sequence","169.9","",""
"21/11/2024 18:00:00 - 21/11/2024 19:00:00","BZN|BE","Without sequence","155.9","",""
"21/11/2024 19:00:00 - 21/11/2024 20:00:00","BZN|BE","Without sequence","148.93","",""
"21/11/2024 20:00:00 - 21/11/2024 21:00:00","BZN|BE","Without sequence","129.08","",""
"21/11/2024 21:00:00 - 21/11/2024 22:00:00","BZN|BE","Without sequence","121.56","",""
"21/11/2024 22:00:00 - 21/11/2024 23:00:00","BZN|BE","Without sequence","120.0","",""
"21/11/2024 23:00:00 - 22/11/2024 00:00:00","BZN|BE","Without sequence","106.36","",""
"22/11/2024 00:00:00 - 22/11/2024 01:00:00","BZN|BE","Without sequence","113.3","",""
"22/11/2024 01:00:00 - 22/11/2024 02:00:00","BZN|BE","Without sequence","102.71","",""
"22/11/2024 02:00:00 - 22/11/2024 03:00:00","BZN|BE","Without sequence","95.0","",""
"22/11/2024 03:00:00 - 22/11/2024 04:00:00","BZN|BE","Without sequence","88.75","",""
"22/11/2024 04:00:00 - 22/11/2024 05:00:00","BZN|BE","Without sequence","85.85","",""
"22/11/2024 05:00:00 - 22/11/2024 06:00:00","BZN|BE","Without sequence","91.24","",""
"22/11/2024 06:00:00 - 22/11/2024 07:00:00","BZN|BE","Without sequence","113.58","",""
"22/11/2024 07:00:00 - 22/11/2024 08:00:00","BZN|BE","Without sequence","134.6","",""
"22/11/2024 08:00:00 - 22/11/2024 09:00:00","BZN|BE","Without sequence","144.04","",""
"22/11/2024 09:00:00 - 22/11/2024 10:00:00","BZN|BE","Without sequence","140.61","",""
"22/11/2024 10:00:00 - 22/11/2024 11:00:00","BZN|BE","Without sequence","130.83","",""
"22/11/2024 11:00:00 - 22/11/2024 12:00:00","BZN|BE","Without sequence","116.81","",""
"22/11/2024 12:00:00 - 22/11/2024 13:00:00","BZN|BE","Without sequence","106.45","",""
"22/11/2024 13:00:00 - 22/11/2024 14:00:00","BZN|BE","Without sequence","95.55","",""
"22/11/2024 14:00:00 - 22/11/2024 15:00:00","BZN|BE","Without sequence","96.68","",""
"22/11/2024 15:00:00 - 22/11/2024 16:00:00","BZN|BE","Without sequence","109.87","",""
"22/11/2024 16:00:00 - 22/11/2024 17:00:00","BZN|BE","Without sequence","115.07","",""
"22/11/2024 17:00:00 - 22/11/2024 18:00:00","BZN|BE","Without sequence","130.66","",""
"22/11/2024 18:00:00 - 22/11/2024 19:00:00","BZN|BE","Without sequence","135.51","",""
"22/11/2024 19:00:00 - 22/11/2024 20:00:00","BZN|BE","Without sequence","132.56","",""
"22/11/2024 20:00:00 - 22/11/2024 21:00:00","BZN|BE","Without sequence","122.86","",""
"22/11/2024 21:00:00 - 22/11/2024 22:00:00","BZN|BE","Without sequence","107.03","",""
"22/11/2024 22:00:00 - 22/11/2024 23:00:00","BZN|BE","Without sequence","112.39","",""
"22/11/2024 23:00:00 - 23/11/2024 00:00:00","BZN|BE","Without sequence","125.7","",""
"23/11/2024 00:00:00 - 23/11/2024 01:00:00","BZN|BE","Without sequence","139.04","",""
"23/11/2024 01:00:00 - 23/11/2024 02:00:00","BZN|BE","Without sequence","97.2","",""
"23/11/2024 02:00:00 - 23/11/2024 03:00:00","BZN|BE","Without sequence","91.08","",""
"23/11/2024 03:00:00 - 23/11/2024 04:00:00","BZN|BE","Without sequence","84.43","",""
"23/11/2024 04:00:00 - 23/11/2024 05:00:00","BZN|BE","Without sequence","79.68","",""
"23/11/2024 05:00:00 - 23/11/2024 06:00:00","BZN|BE","Without sequence","85.09","",""
"23/11/2024 06:00:00 - 23/11/2024 07:00:00","BZN|BE","Without sequence","84.66","",""
"23/11/2024 07:00:00 - 23/11/2024 08:00:00","BZN|BE","Without sequence","91.44","",""
"23/11/2024 08:00:00 - 23/11/2024 09:00:00","BZN|BE","Without sequence","98.51","",""
"23/11/2024 09:00:00 - 23/11/2024 10:00:00","BZN|BE","Without sequence","85.62","",""
"23/11/2024 10:00:00 - 23/11/2024 11:00:00","BZN|BE","Without sequence","79.08","",""
"23/11/2024 11:00:00 - 23/11/2024 12:00:00","BZN|BE","Without sequence","69.54","",""
"23/11/2024 12:00:00 - 23/11/2024 13:00:00","BZN|BE","Without sequence","70.34","",""
"23/11/2024 13:00:00 - 23/11/2024 14:00:00","BZN|BE","Without sequence","68.85","",""
"23/11/2024 14:00:00 - 23/11/2024 15:00:00","BZN|BE","Without sequence","74.87","",""
"23/11/2024 15:00:00 - 23/11/2024 16:00:00","BZN|BE","Without sequence","90.32","",""
"23/11/2024 16:00:00 - 23/11/2024 17:00:00","BZN|BE","Without sequence","83.96","",""
"23/11/2024 17:00:00 - 23/11/2024 18:00:00","BZN|BE","Without sequence","95.56","",""
"23/11/2024 18:00:00 - 23/11/2024 19:00:00","BZN|BE","Without sequence","91.28","",""
"23/11/2024 19:00:00 - 23/11/2024 20:00:00","BZN|BE","Without sequence","78.19","",""
"23/11/2024 20:00:00 - 23/11/2024 21:00:00","BZN|BE","Without sequence","66.89","",""
"23/11/2024 21:00:00 - 23/11/2024 22:00:00","BZN|BE","Without sequence","54.42","",""
"23/11/2024 22:00:00 - 23/11/2024 23:00:00","BZN|BE","Without sequence","45.14","",""
"23/11/2024 23:00:00 - 24/11/2024 00:00:00","BZN|BE","Without sequence","22.2","",""
"24/11/2024 00:00:00 - 24/11/2024 01:00:00","BZN|BE","Without sequence","7.85","",""
"24/11/2024 01:00:00 - 24/11/2024 02:00:00","BZN|BE","Without sequence","3.83","",""
"24/11/2024 02:00:00 - 24/11/2024 03:00:00","BZN|BE","Without sequence","1.82","",""
"24/11/2024 03:00:00 - 24/11/2024 04:00:00","BZN|BE","Without sequence","0.5","",""
"24/11/2024 04:00:00 - 24/11/2024 05:00:00","BZN|BE","Without sequence","-0.04","",""
"24/11/2024 05:00:00 - 24/11/2024 06:00:00","BZN|BE","Without sequence","0.3","",""
"24/11/2024 06:00:00 - 24/11/2024 07:00:00","BZN|BE","Without sequence","-0.22","",""
"24/11/2024 07:00:00 - 24/11/2024 08:00:00","BZN|BE","Without sequence","2.02","",""
"24/11/2024 08:00:00 - 24/11/2024 09:00:00","BZN|BE","Without sequence","3.32","",""
"24/11/2024 09:00:00 - 24/11/2024 10:00:00","BZN|BE","Without sequence","5.24","",""
"24/11/2024 10:00:00 - 24/11/2024 11:00:00","BZN|BE","Without sequence","3.96","",""
"24/11/2024 11:00:00 - 24/11/2024 12:00:00","BZN|BE","Without sequence","3.32","",""
"24/11/2024 12:00:00 - 24/11/2024 13:00:00","BZN|BE","Without sequence","4.43","",""
"24/11/2024 13:00:00 - 24/11/2024 14:00:00","BZN|BE","Without sequence","3.32","",""
"24/11/2024 14:00:00 - 24/11/2024 15:00:00","BZN|BE","Without sequence","7.3","",""
"24/11/2024 15:00:00 - 24/11/2024 16:00:00","BZN|BE","Without sequence","11.67","",""
"24/11/2024 16:00:00 - 24/11/2024 17:00:00","BZN|BE","Without sequence","28.81","",""
"24/11/2024 17:00:00 - 24/11/2024 18:00:00","BZN|BE","Without sequence","39.93","",""
"24/11/2024 18:00:00 - 24/11/2024 19:00:00","BZN|BE","Without sequence","37.25","",""
"24/11/2024 19:00:00 - 24/11/2024 20:00:00","BZN|BE","Without sequence","38.47","",""
"24/11/2024 20:00:00 - 24/11/2024 21:00:00","BZN|BE","Without sequence","28.37","",""
"24/11/2024 21:00:00 - 24/11/2024 22:00:00","BZN|BE","Without sequence","16.67","",""
"24/11/2024 22:00:00 - 24/11/2024 23:00:00","BZN|BE","Without sequence","12.97","",""
"24/11/2024 23:00:00 - 25/11/2024 00:00:00","BZN|BE","Without sequence","7.34","",""
"25/11/2024 00:00:00 - 25/11/2024 01:00:00","BZN|BE","Without sequence","4.61","",""
"25/11/2024 01:00:00 - 25/11/2024 02:00:00","BZN|BE","Without sequence","3.96","",""
"25/11/2024 02:00:00 - 25/11/2024 03:00:00","BZN|BE","Without sequence","2.69","",""
"25/11/2024 03:00:00 - 25/11/2024 04:00:00","BZN|BE","Without sequence","1.9","",""
"25/11/2024 04:00:00 - 25/11/2024 05:00:00","BZN|BE","Without sequence","2.91","",""
"25/11/2024 05:00:00 - 25/11/2024 06:00:00","BZN|BE","Without sequence","3.5","",""
"25/11/2024 06:00:00 - 25/11/2024 07:00:00","BZN|BE","Without sequence","8.35","",""
"25/11/2024 07:00:00 - 25/11/2024 08:00:00","BZN|BE","Without sequence","61.12","",""
"25/11/2024 08:00:00 - 25/11/2024 09:00:00","BZN|BE","Without sequence","87.76","",""
"25/11/2024 09:00:00 - 25/11/2024 10:00:00","BZN|BE","Without sequence","89.24","",""
"25/11/2024 10:00:00 - 25/11/2024 11:00:00","BZN|BE","Without sequence","90.11","",""
"25/11/2024 11:00:00 - 25/11/2024 12:00:00","BZN|BE","Without sequence","91.47","",""
"25/11/2024 12:00:00 - 25/11/2024 13:00:00","BZN|BE","Without sequence","95.0","",""
"25/11/2024 13:00:00 - 25/11/2024 14:00:00","BZN|BE","Without sequence","81.34","",""
"25/11/2024 14:00:00 - 25/11/2024 15:00:00","BZN|BE","Without sequence","86.92","",""
"25/11/2024 15:00:00 - 25/11/2024 16:00:00","BZN|BE","Without sequence","104.5","",""
"25/11/2024 16:00:00 - 25/11/2024 17:00:00","BZN|BE","Without sequence","110.52","",""
"25/11/2024 17:00:00 - 25/11/2024 18:00:00","BZN|BE","Without sequence","132.14","",""
"25/11/2024 18:00:00 - 25/11/2024 19:00:00","BZN|BE","Without sequence","133.58","",""
"25/11/2024 19:00:00 - 25/11/2024 20:00:00","BZN|BE","Without sequence","120.36","",""
"25/11/2024 20:00:00 - 25/11/2024 21:00:00","BZN|BE","Without sequence","98.6","",""
"25/11/2024 21:00:00 - 25/11/2024 22:00:00","BZN|BE","Without sequence","85.42","",""
"25/11/2024 22:00:00 - 25/11/2024 23:00:00","BZN|BE","Without sequence","89.71","",""
"25/11/2024 23:00:00 - 26/11/2024 00:00:00","BZN|BE","Without sequence","72.22","",""
"26/11/2024 00:00:00 - 26/11/2024 01:00:00","BZN|BE","Without sequence","90.67","",""
"26/11/2024 01:00:00 - 26/11/2024 02:00:00","BZN|BE","Without sequence","80.0","",""
"26/11/2024 02:00:00 - 26/11/2024 03:00:00","BZN|BE","Without sequence","79.48","",""
"26/11/2024 03:00:00 - 26/11/2024 04:00:00","BZN|BE","Without sequence","71.7","",""
"26/11/2024 04:00:00 - 26/11/2024 05:00:00","BZN|BE","Without sequence","73.41","",""
"26/11/2024 05:00:00 - 26/11/2024 06:00:00","BZN|BE","Without sequence","82.76","",""
"26/11/2024 06:00:00 - 26/11/2024 07:00:00","BZN|BE","Without sequence","102.03","",""
"26/11/2024 07:00:00 - 26/11/2024 08:00:00","BZN|BE","Without sequence","143.11","",""
"26/11/2024 08:00:00 - 26/11/2024 09:00:00","BZN|BE","Without sequence","137.84","",""
"26/11/2024 09:00:00 - 26/11/2024 10:00:00","BZN|BE","Without sequence","127.26","",""
"26/11/2024 10:00:00 - 26/11/2024 11:00:00","BZN|BE","Without sequence","113.65","",""
"26/11/2024 11:00:00 - 26/11/2024 12:00:00","BZN|BE","Without sequence","104.38","",""
"26/11/2024 12:00:00 - 26/11/2024 13:00:00","BZN|BE","Without sequence","94.2","",""
"26/11/2024 13:00:00 - 26/11/2024 14:00:00","BZN|BE","Without sequence","102.7","",""
"26/11/2024 14:00:00 - 26/11/2024 15:00:00","BZN|BE","Without sequence","117.0","",""
"26/11/2024 15:00:00 - 26/11/2024 16:00:00","BZN|BE","Without sequence","121.83","",""
"26/11/2024 16:00:00 - 26/11/2024 17:00:00","BZN|BE","Without sequence","140.0","",""
"26/11/2024 17:00:00 - 26/11/2024 18:00:00","BZN|BE","Without sequence","151.42","",""
"26/11/2024 18:00:00 - 26/11/2024 19:00:00","BZN|BE","Without sequence","161.2","",""
"26/11/2024 19:00:00 - 26/11/2024 20:00:00","BZN|BE","Without sequence","153.68","",""
