"MTU","Out Area","In Area","Physical Flow (MW)"
"06/05/2024 20:00:00 - 06/05/2024 21:00:00","BZN|FR","BZN|GB(IFA)","1018.50"
"06/05/2024 20:00:00 - 06/05/2024 21:00:00","BZN|FR","BZN|BE","2958.29"
"06/05/2024 20:00:00 - 06/05/2024 21:00:00","BZN|FR","BZN|CH","848.25"
"06/05/2024 20:00:00 - 06/05/2024 21:00:00","BZN|FR","BZN|ES","0.00"
"06/05/2024 20:00:00 - 06/05/2024 21:00:00","BZN|FR","BZN|GB","3065.50"
"06/05/2024 20:00:00 - 06/05/2024 21:00:00","BZN|FR","BZN|GB(ElecLink)","1022.00"
"06/05/2024 20:00:00 - 06/05/2024 21:00:00","BZN|FR","BZN|GB(IFA2)","1025.00"
"06/05/2024 20:00:00 - 06/05/2024 21:00:00","BZN|GB","BZN|FR","0.00"
"06/05/2024 20:00:00 - 06/05/2024 21:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"06/05/2024 20:00:00 - 06/05/2024 21:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|IT-North","BZN|FR","0.00"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|DE-LU","BZN|FR","0.00"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|BE","BZN|FR","0.00"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|CH","BZN|FR","0.00"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|ES","BZN|FR","612.39"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|FR","BZN|IT-North","2007.50"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|FR","BZN|DE-LU","2989.50"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|FR","BZN|GB(IFA)","1018.75"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|FR","BZN|BE","3165.31"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|FR","BZN|CH","1073.75"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|FR","BZN|ES","0.00"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|FR","BZN|GB","3065.75"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|FR","BZN|GB(ElecLink)","1022.00"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|FR","BZN|GB(IFA2)","1025.00"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|GB","BZN|FR","0.00"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"06/05/2024 21:00:00 - 06/05/2024 22:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|IT-North","BZN|FR","0.00"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|DE-LU","BZN|FR","0.00"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|BE","BZN|FR","0.00"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|CH","BZN|FR","0.00"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|ES","BZN|FR","1549.13"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|FR","BZN|IT-North","2012.25"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|FR","BZN|DE-LU","2832.20"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|FR","BZN|GB(IFA)","1018.25"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|FR","BZN|BE","3405.48"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|FR","BZN|CH","1637.50"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|FR","BZN|ES","0.00"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|FR","BZN|GB","3065.25"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|FR","BZN|GB(ElecLink)","1022.00"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|FR","BZN|GB(IFA2)","1025.00"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|GB","BZN|FR","0.00"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"06/05/2024 22:00:00 - 06/05/2024 23:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|IT-North","BZN|FR","0.00"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|DE-LU","BZN|FR","0.00"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|BE","BZN|FR","0.00"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|CH","BZN|FR","0.00"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|ES","BZN|FR","1593.32"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|FR","BZN|IT-North","1910.50"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|FR","BZN|DE-LU","2780.37"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|FR","BZN|GB(IFA)","1016.00"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|FR","BZN|BE","2989.82"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|FR","BZN|CH","2296.50"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|FR","BZN|ES","0.00"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|FR","BZN|GB","3063.00"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|FR","BZN|GB(ElecLink)","1022.00"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|FR","BZN|GB(IFA2)","1025.00"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|GB","BZN|FR","0.00"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"06/05/2024 23:00:00 - 07/05/2024 00:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|IT-North","BZN|FR","0.00"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|DE-LU","BZN|FR","0.00"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|BE","BZN|FR","0.00"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|CH","BZN|FR","0.00"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|ES","BZN|FR","568.23"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|FR","BZN|IT-North","1869.75"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|FR","BZN|DE-LU","2879.83"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|FR","BZN|GB(IFA)","874.50"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|FR","BZN|BE","3233.61"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|FR","BZN|CH","2636.75"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|FR","BZN|ES","0.00"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|FR","BZN|GB","2778.75"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|FR","BZN|GB(ElecLink)","1022.00"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|FR","BZN|GB(IFA2)","882.25"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|GB","BZN|FR","0.00"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"07/05/2024 00:00:00 - 07/05/2024 01:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|IT-North","BZN|FR","0.00"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|DE-LU","BZN|FR","0.00"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|BE","BZN|FR","0.00"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|CH","BZN|FR","0.00"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|ES","BZN|FR","872.25"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|FR","BZN|IT-North","1803.25"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|FR","BZN|DE-LU","3073.34"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|FR","BZN|GB(IFA)","960.75"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|FR","BZN|BE","3445.15"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|FR","BZN|CH","2886.75"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|FR","BZN|ES","0.00"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|FR","BZN|GB","2941.25"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|FR","BZN|GB(ElecLink)","1022.00"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|FR","BZN|GB(IFA2)","958.50"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|GB","BZN|FR","0.00"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 01:00:00 - 07/05/2024 02:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 06:00:00 - 07/05/2024 07:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 06:00:00 - 07/05/2024 07:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 06:00:00 - 07/05/2024 07:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 06:00:00 - 07/05/2024 07:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 07:00:00 - 07/05/2024 08:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 07:00:00 - 07/05/2024 08:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 07:00:00 - 07/05/2024 08:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 07:00:00 - 07/05/2024 08:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 08:00:00 - 07/05/2024 09:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 08:00:00 - 07/05/2024 09:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 08:00:00 - 07/05/2024 09:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 08:00:00 - 07/05/2024 09:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 09:00:00 - 07/05/2024 10:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 09:00:00 - 07/05/2024 10:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 09:00:00 - 07/05/2024 10:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 09:00:00 - 07/05/2024 10:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 10:00:00 - 07/05/2024 11:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 10:00:00 - 07/05/2024 11:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 10:00:00 - 07/05/2024 11:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 10:00:00 - 07/05/2024 11:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 11:00:00 - 07/05/2024 12:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 11:00:00 - 07/05/2024 12:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 11:00:00 - 07/05/2024 12:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 11:00:00 - 07/05/2024 12:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 12:00:00 - 07/05/2024 13:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 12:00:00 - 07/05/2024 13:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 12:00:00 - 07/05/2024 13:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 12:00:00 - 07/05/2024 13:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 13:00:00 - 07/05/2024 14:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 13:00:00 - 07/05/2024 14:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 13:00:00 - 07/05/2024 14:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 13:00:00 - 07/05/2024 14:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 14:00:00 - 07/05/2024 15:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 14:00:00 - 07/05/2024 15:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 14:00:00 - 07/05/2024 15:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 14:00:00 - 07/05/2024 15:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 15:00:00 - 07/05/2024 16:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 15:00:00 - 07/05/2024 16:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 15:00:00 - 07/05/2024 16:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 15:00:00 - 07/05/2024 16:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 16:00:00 - 07/05/2024 17:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 16:00:00 - 07/05/2024 17:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 16:00:00 - 07/05/2024 17:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 16:00:00 - 07/05/2024 17:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 17:00:00 - 07/05/2024 18:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 17:00:00 - 07/05/2024 18:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 17:00:00 - 07/05/2024 18:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 17:00:00 - 07/05/2024 18:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 18:00:00 - 07/05/2024 19:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 18:00:00 - 07/05/2024 19:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 18:00:00 - 07/05/2024 19:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 18:00:00 - 07/05/2024 19:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 19:00:00 - 07/05/2024 20:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 19:00:00 - 07/05/2024 20:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 19:00:00 - 07/05/2024 20:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 19:00:00 - 07/05/2024 20:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 20:00:00 - 07/05/2024 21:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 20:00:00 - 07/05/2024 21:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 20:00:00 - 07/05/2024 21:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 20:00:00 - 07/05/2024 21:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 21:00:00 - 07/05/2024 22:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 21:00:00 - 07/05/2024 22:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 21:00:00 - 07/05/2024 22:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 21:00:00 - 07/05/2024 22:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 22:00:00 - 07/05/2024 23:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 22:00:00 - 07/05/2024 23:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 22:00:00 - 07/05/2024 23:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 22:00:00 - 07/05/2024 23:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 23:00:00 - 08/05/2024 00:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"07/05/2024 23:00:00 - 08/05/2024 00:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"07/05/2024 23:00:00 - 08/05/2024 00:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"07/05/2024 23:00:00 - 08/05/2024 00:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"08/05/2024 00:00:00 - 08/05/2024 01:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"08/05/2024 00:00:00 - 08/05/2024 01:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"08/05/2024 00:00:00 - 08/05/2024 01:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"08/05/2024 00:00:00 - 08/05/2024 01:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|IT-North","BZN|FR","0.00"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|DE-LU","BZN|FR","0.00"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|BE","BZN|FR","0.00"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|CH","BZN|FR","0.00"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|ES","BZN|FR","833.73"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|FR","BZN|IT-North","1626.25"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|FR","BZN|DE-LU","3210.29"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|FR","BZN|GB(IFA)","967.75"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|FR","BZN|BE","3768.27"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|FR","BZN|CH","2977.25"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|FR","BZN|ES","0.00"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|FR","BZN|GB","2963.75"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|FR","BZN|GB(ElecLink)","1022.00"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|FR","BZN|GB(IFA2)","974.00"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|GB","BZN|FR","0.00"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"07/05/2024 02:00:00 - 07/05/2024 03:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|IT-North","BZN|FR","0.00"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|DE-LU","BZN|FR","0.00"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|BE","BZN|FR","0.00"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|CH","BZN|FR","0.00"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|ES","BZN|FR","268.54"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|FR","BZN|IT-North","1599.00"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|FR","BZN|DE-LU","3219.85"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|FR","BZN|GB(IFA)","1010.25"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|FR","BZN|BE","3786.39"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|FR","BZN|CH","3085.50"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|FR","BZN|ES","0.00"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|FR","BZN|GB","3050.50"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|FR","BZN|GB(ElecLink)","1022.00"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|FR","BZN|GB(IFA2)","1018.25"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|GB","BZN|FR","0.00"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"07/05/2024 03:00:00 - 07/05/2024 04:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|IT-North","BZN|FR","0.00"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|DE-LU","BZN|FR","0.00"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|BE","BZN|FR","0.00"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|CH","BZN|FR","0.00"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|ES","BZN|FR","10.64"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|FR","BZN|IT-North","1653.00"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|FR","BZN|DE-LU","3290.03"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|FR","BZN|GB(IFA)","1017.25"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|FR","BZN|BE","3594.97"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|FR","BZN|CH","3137.25"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|FR","BZN|ES","130.35"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|FR","BZN|GB","3064.25"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|FR","BZN|GB(ElecLink)","1022.00"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|FR","BZN|GB(IFA2)","1025.00"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|GB","BZN|FR","0.00"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"07/05/2024 04:00:00 - 07/05/2024 05:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|IT-North","BZN|FR","0.00"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|DE-LU","BZN|FR","0.00"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|BE","BZN|FR","0.00"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|CH","BZN|FR","0.00"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|ES","BZN|FR","448.67"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|FR","BZN|IT-North","1755.00"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|FR","BZN|DE-LU","3310.47"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|FR","BZN|GB(IFA)","1018.00"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|FR","BZN|BE","3386.30"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|FR","BZN|CH","2903.25"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|FR","BZN|ES","0.00"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|FR","BZN|GB","3064.75"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|FR","BZN|GB(ElecLink)","1022.00"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|FR","BZN|GB(IFA2)","1024.75"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|GB","BZN|FR","0.00"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"07/05/2024 05:00:00 - 07/05/2024 06:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"07/05/2024 06:00:00 - 07/05/2024 07:00:00","BZN|IT-North","BZN|FR","0.00"
