"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"27/05/2024 08:00:00 - 27/05/2024 09:00:00","BZN|IE(SEM)","Without sequence","130.69","",""
"27/05/2024 09:00:00 - 27/05/2024 10:00:00","BZN|IE(SEM)","Without sequence","149.0","",""
"27/05/2024 10:00:00 - 27/05/2024 11:00:00","BZN|IE(SEM)","Without sequence","136.69","",""
"27/05/2024 11:00:00 - 27/05/2024 12:00:00","BZN|IE(SEM)","Without sequence","131.51","",""
"27/05/2024 12:00:00 - 27/05/2024 13:00:00","BZN|IE(SEM)","Without sequence","125.4","",""
"27/05/2024 13:00:00 - 27/05/2024 14:00:00","BZN|IE(SEM)","Without sequence","116.48","",""
"27/05/2024 14:00:00 - 27/05/2024 15:00:00","BZN|IE(SEM)","Without sequence","101.49","",""
"27/05/2024 15:00:00 - 27/05/2024 16:00:00","BZN|IE(SEM)","Without sequence","99.0","",""
"27/05/2024 16:00:00 - 27/05/2024 17:00:00","BZN|IE(SEM)","Without sequence","109.99","",""
"27/05/2024 17:00:00 - 27/05/2024 18:00:00","BZN|IE(SEM)","Without sequence","120.0","",""
"27/05/2024 18:00:00 - 27/05/2024 19:00:00","BZN|IE(SEM)","Without sequence","145.75","",""
"27/05/2024 19:00:00 - 27/05/2024 20:00:00","BZN|IE(SEM)","Without sequence","146.75","",""
"27/05/2024 20:00:00 - 27/05/2024 21:00:00","BZN|IE(SEM)","Without sequence","149.51","",""
"27/05/2024 21:00:00 - 27/05/2024 22:00:00","BZN|IE(SEM)","Without sequence","166.5","",""
"27/05/2024 22:00:00 - 27/05/2024 23:00:00","BZN|IE(SEM)","Without sequence","169.3","",""
"27/05/2024 23:00:00 - 28/05/2024 00:00:00","BZN|IE(SEM)","Without sequence","149.98","",""
"28/05/2024 00:00:00 - 28/05/2024 01:00:00","BZN|IE(SEM)","Without sequence","111.23","",""
"28/05/2024 01:00:00 - 28/05/2024 02:00:00","BZN|IE(SEM)","Without sequence","101.5","",""
"28/05/2024 02:00:00 - 28/05/2024 03:00:00","BZN|IE(SEM)","Without sequence","95.06","",""
"28/05/2024 03:00:00 - 28/05/2024 04:00:00","BZN|IE(SEM)","Without sequence","90.11","",""
"28/05/2024 04:00:00 - 28/05/2024 05:00:00","BZN|IE(SEM)","Without sequence","87.87","",""
"28/05/2024 05:00:00 - 28/05/2024 06:00:00","BZN|IE(SEM)","Without sequence","87.15","",""
"28/05/2024 06:00:00 - 28/05/2024 07:00:00","BZN|IE(SEM)","Without sequence","90.03","",""
"28/05/2024 07:00:00 - 28/05/2024 08:00:00","BZN|IE(SEM)","Without sequence","101.0","",""
"28/05/2024 08:00:00 - 28/05/2024 09:00:00","BZN|IE(SEM)","Without sequence","113.0","",""
"28/05/2024 09:00:00 - 28/05/2024 10:00:00","BZN|IE(SEM)","Without sequence","129.2","",""
"28/05/2024 10:00:00 - 28/05/2024 11:00:00","BZN|IE(SEM)","Without sequence","129.3","",""
"28/05/2024 11:00:00 - 28/05/2024 12:00:00","BZN|IE(SEM)","Without sequence","116.63","",""
"28/05/2024 12:00:00 - 28/05/2024 13:00:00","BZN|IE(SEM)","Without sequence","104.78","",""
"28/05/2024 13:00:00 - 28/05/2024 14:00:00","BZN|IE(SEM)","Without sequence","94.68","",""
"28/05/2024 14:00:00 - 28/05/2024 15:00:00","BZN|IE(SEM)","Without sequence","86.13","",""
"28/05/2024 15:00:00 - 28/05/2024 16:00:00","BZN|IE(SEM)","Without sequence","84.56","",""
"28/05/2024 16:00:00 - 28/05/2024 17:00:00","BZN|IE(SEM)","Without sequence","83.93","",""
"28/05/2024 17:00:00 - 28/05/2024 18:00:00","BZN|IE(SEM)","Without sequence","85.98","",""
"28/05/2024 18:00:00 - 28/05/2024 19:00:00","BZN|IE(SEM)","Without sequence","96.38","",""
"28/05/2024 19:00:00 - 28/05/2024 20:00:00","BZN|IE(SEM)","Without sequence","112.62","",""
"28/05/2024 20:00:00 - 28/05/2024 21:00:00","BZN|IE(SEM)","Without sequence","116.0","",""
"28/05/2024 21:00:00 - 28/05/2024 22:00:00","BZN|IE(SEM)","Without sequence","119.03","",""
"28/05/2024 22:00:00 - 28/05/2024 23:00:00","BZN|IE(SEM)","Without sequence","117.78","",""
"28/05/2024 23:00:00 - 29/05/2024 00:00:00","BZN|IE(SEM)","Without sequence","101.15","",""
"29/05/2024 00:00:00 - 29/05/2024 01:00:00","BZN|IE(SEM)","Without sequence","90.47","",""
"29/05/2024 01:00:00 - 29/05/2024 02:00:00","BZN|IE(SEM)","Without sequence","87.0","",""
"29/05/2024 02:00:00 - 29/05/2024 03:00:00","BZN|IE(SEM)","Without sequence","84.76","",""
"29/05/2024 03:00:00 - 29/05/2024 04:00:00","BZN|IE(SEM)","Without sequence","87.28","",""
"29/05/2024 04:00:00 - 29/05/2024 05:00:00","BZN|IE(SEM)","Without sequence","89.68","",""
"29/05/2024 05:00:00 - 29/05/2024 06:00:00","BZN|IE(SEM)","Without sequence","89.68","",""
"29/05/2024 06:00:00 - 29/05/2024 07:00:00","BZN|IE(SEM)","Without sequence","91.34","",""
"29/05/2024 07:00:00 - 29/05/2024 08:00:00","BZN|IE(SEM)","Without sequence","108.18","",""
"29/05/2024 08:00:00 - 29/05/2024 09:00:00","BZN|IE(SEM)","Without sequence","154.5","",""
"29/05/2024 09:00:00 - 29/05/2024 10:00:00","BZN|IE(SEM)","Without sequence","162.15","",""
"29/05/2024 10:00:00 - 29/05/2024 11:00:00","BZN|IE(SEM)","Without sequence","151.5","",""
"29/05/2024 11:00:00 - 29/05/2024 12:00:00","BZN|IE(SEM)","Without sequence","132.6","",""
"29/05/2024 12:00:00 - 29/05/2024 13:00:00","BZN|IE(SEM)","Without sequence","115.39","",""
"29/05/2024 13:00:00 - 29/05/2024 14:00:00","BZN|IE(SEM)","Without sequence","104.0","",""
"29/05/2024 14:00:00 - 29/05/2024 15:00:00","BZN|IE(SEM)","Without sequence","94.08","",""
"29/05/2024 15:00:00 - 29/05/2024 16:00:00","BZN|IE(SEM)","Without sequence","88.76","",""
"29/05/2024 16:00:00 - 29/05/2024 17:00:00","BZN|IE(SEM)","Without sequence","85.93","",""
"29/05/2024 17:00:00 - 29/05/2024 18:00:00","BZN|IE(SEM)","Without sequence","85.93","",""
"29/05/2024 18:00:00 - 29/05/2024 19:00:00","BZN|IE(SEM)","Without sequence","94.98","",""
"29/05/2024 19:00:00 - 29/05/2024 20:00:00","BZN|IE(SEM)","Without sequence","109.9","",""
"29/05/2024 20:00:00 - 29/05/2024 21:00:00","BZN|IE(SEM)","Without sequence","119.0","",""
"29/05/2024 21:00:00 - 29/05/2024 22:00:00","BZN|IE(SEM)","Without sequence","121.65","",""
"29/05/2024 22:00:00 - 29/05/2024 23:00:00","BZN|IE(SEM)","Without sequence","115.42","",""
"29/05/2024 23:00:00 - 30/05/2024 00:00:00","BZN|IE(SEM)","Without sequence","99.8","",""
"30/05/2024 00:00:00 - 30/05/2024 01:00:00","BZN|IE(SEM)","Without sequence","96.6","",""
"30/05/2024 01:00:00 - 30/05/2024 02:00:00","BZN|IE(SEM)","Without sequence","87.26","",""
"30/05/2024 02:00:00 - 30/05/2024 03:00:00","BZN|IE(SEM)","Without sequence","82.75","",""
"30/05/2024 03:00:00 - 30/05/2024 04:00:00","BZN|IE(SEM)","Without sequence","76.58","",""
"30/05/2024 04:00:00 - 30/05/2024 05:00:00","BZN|IE(SEM)","Without sequence","68.6","",""
"30/05/2024 05:00:00 - 30/05/2024 06:00:00","BZN|IE(SEM)","Without sequence","62.76","",""
"30/05/2024 06:00:00 - 30/05/2024 07:00:00","BZN|IE(SEM)","Without sequence","64.78","",""
"30/05/2024 07:00:00 - 30/05/2024 08:00:00","BZN|IE(SEM)","Without sequence","80.78","",""
"30/05/2024 08:00:00 - 30/05/2024 09:00:00","BZN|IE(SEM)","Without sequence","91.09","",""
"30/05/2024 09:00:00 - 30/05/2024 10:00:00","BZN|IE(SEM)","Without sequence","98.75","",""
"30/05/2024 10:00:00 - 30/05/2024 11:00:00","BZN|IE(SEM)","Without sequence","94.16","",""
"30/05/2024 11:00:00 - 30/05/2024 12:00:00","BZN|IE(SEM)","Without sequence","88.58","",""
"30/05/2024 12:00:00 - 30/05/2024 13:00:00","BZN|IE(SEM)","Without sequence","84.28","",""
"30/05/2024 13:00:00 - 30/05/2024 14:00:00","BZN|IE(SEM)","Without sequence","80.34","",""
"30/05/2024 14:00:00 - 30/05/2024 15:00:00","BZN|IE(SEM)","Without sequence","71.0","",""
"30/05/2024 15:00:00 - 30/05/2024 16:00:00","BZN|IE(SEM)","Without sequence","65.0","",""
"30/05/2024 16:00:00 - 30/05/2024 17:00:00","BZN|IE(SEM)","Without sequence","69.02","",""
"30/05/2024 17:00:00 - 30/05/2024 18:00:00","BZN|IE(SEM)","Without sequence","80.0","",""
"30/05/2024 18:00:00 - 30/05/2024 19:00:00","BZN|IE(SEM)","Without sequence","97.1","",""
"30/05/2024 19:00:00 - 30/05/2024 20:00:00","BZN|IE(SEM)","Without sequence","112.22","",""
"30/05/2024 20:00:00 - 30/05/2024 21:00:00","BZN|IE(SEM)","Without sequence","115.0","",""
"30/05/2024 21:00:00 - 30/05/2024 22:00:00","BZN|IE(SEM)","Without sequence","121.78","",""
"30/05/2024 22:00:00 - 30/05/2024 23:00:00","BZN|IE(SEM)","Without sequence","135.64","",""
"30/05/2024 23:00:00 - 31/05/2024 00:00:00","BZN|IE(SEM)","Without sequence","130.0","",""
"31/05/2024 00:00:00 - 31/05/2024 01:00:00","BZN|IE(SEM)","Without sequence","102.01","",""
"31/05/2024 01:00:00 - 31/05/2024 02:00:00","BZN|IE(SEM)","Without sequence","96.0","",""
"31/05/2024 02:00:00 - 31/05/2024 03:00:00","BZN|IE(SEM)","Without sequence","95.55","",""
"31/05/2024 03:00:00 - 31/05/2024 04:00:00","BZN|IE(SEM)","Without sequence","98.13","",""
"31/05/2024 04:00:00 - 31/05/2024 05:00:00","BZN|IE(SEM)","Without sequence","98.01","",""
"31/05/2024 05:00:00 - 31/05/2024 06:00:00","BZN|IE(SEM)","Without sequence","97.71","",""
"31/05/2024 06:00:00 - 31/05/2024 07:00:00","BZN|IE(SEM)","Without sequence","98.01","",""
"31/05/2024 07:00:00 - 31/05/2024 08:00:00","BZN|IE(SEM)","Without sequence","98.13","",""
"31/05/2024 08:00:00 - 31/05/2024 09:00:00","BZN|IE(SEM)","Without sequence","125.16","",""
"31/05/2024 09:00:00 - 31/05/2024 10:00:00","BZN|IE(SEM)","Without sequence","145.73","",""
"31/05/2024 10:00:00 - 31/05/2024 11:00:00","BZN|IE(SEM)","Without sequence","138.2","",""
"31/05/2024 11:00:00 - 31/05/2024 12:00:00","BZN|IE(SEM)","Without sequence","128.1","",""
"31/05/2024 12:00:00 - 31/05/2024 13:00:00","BZN|IE(SEM)","Without sequence","120.81","",""
"31/05/2024 13:00:00 - 31/05/2024 14:00:00","BZN|IE(SEM)","Without sequence","113.9","",""
"31/05/2024 14:00:00 - 31/05/2024 15:00:00","BZN|IE(SEM)","Without sequence","92.64","",""
"31/05/2024 15:00:00 - 31/05/2024 16:00:00","BZN|IE(SEM)","Without sequence","86.61","",""
"31/05/2024 16:00:00 - 31/05/2024 17:00:00","BZN|IE(SEM)","Without sequence","86.53","",""
"31/05/2024 17:00:00 - 31/05/2024 18:00:00","BZN|IE(SEM)","Without sequence","91.68","",""
"31/05/2024 18:00:00 - 31/05/2024 19:00:00","BZN|IE(SEM)","Without sequence","108.3","",""
"31/05/2024 19:00:00 - 31/05/2024 20:00:00","BZN|IE(SEM)","Without sequence","127.65","",""
"31/05/2024 20:00:00 - 31/05/2024 21:00:00","BZN|IE(SEM)","Without sequence","132.6","",""
"31/05/2024 21:00:00 - 31/05/2024 22:00:00","BZN|IE(SEM)","Without sequence","131.0","",""
"31/05/2024 22:00:00 - 31/05/2024 23:00:00","BZN|IE(SEM)","Without sequence","135.0","",""
"31/05/2024 23:00:00 - 01/06/2024 00:00:00","BZN|IE(SEM)","Without sequence","108.45","",""
"01/06/2024 00:00:00 - 01/06/2024 01:00:00","BZN|IE(SEM)","Without sequence","110.0","",""
"01/06/2024 01:00:00 - 01/06/2024 02:00:00","BZN|IE(SEM)","Without sequence","99.7","",""
"01/06/2024 02:00:00 - 01/06/2024 03:00:00","BZN|IE(SEM)","Without sequence","95.0","",""
"01/06/2024 03:00:00 - 01/06/2024 04:00:00","BZN|IE(SEM)","Without sequence","94.01","",""
"01/06/2024 04:00:00 - 01/06/2024 05:00:00","BZN|IE(SEM)","Without sequence","94.01","",""
"01/06/2024 05:00:00 - 01/06/2024 06:00:00","BZN|IE(SEM)","Without sequence","94.01","",""
"01/06/2024 06:00:00 - 01/06/2024 07:00:00","BZN|IE(SEM)","Without sequence","91.78","",""
"01/06/2024 07:00:00 - 01/06/2024 08:00:00","BZN|IE(SEM)","Without sequence","91.4","",""
"01/06/2024 08:00:00 - 01/06/2024 09:00:00","BZN|IE(SEM)","Without sequence","102.4","",""
"01/06/2024 09:00:00 - 01/06/2024 10:00:00","BZN|IE(SEM)","Without sequence","130.54","",""
"01/06/2024 10:00:00 - 01/06/2024 11:00:00","BZN|IE(SEM)","Without sequence","142.0","",""
"01/06/2024 11:00:00 - 01/06/2024 12:00:00","BZN|IE(SEM)","Without sequence","142.0","",""
"01/06/2024 12:00:00 - 01/06/2024 13:00:00","BZN|IE(SEM)","Without sequence","129.0","",""
"01/06/2024 13:00:00 - 01/06/2024 14:00:00","BZN|IE(SEM)","Without sequence","125.39","",""
"01/06/2024 14:00:00 - 01/06/2024 15:00:00","BZN|IE(SEM)","Without sequence","98.75","",""
"01/06/2024 15:00:00 - 01/06/2024 16:00:00","BZN|IE(SEM)","Without sequence","93.87","",""
"01/06/2024 16:00:00 - 01/06/2024 17:00:00","BZN|IE(SEM)","Without sequence","92.0","",""
"01/06/2024 17:00:00 - 01/06/2024 18:00:00","BZN|IE(SEM)","Without sequence","96.0","",""
"01/06/2024 18:00:00 - 01/06/2024 19:00:00","BZN|IE(SEM)","Without sequence","122.95","",""
"01/06/2024 19:00:00 - 01/06/2024 20:00:00","BZN|IE(SEM)","Without sequence","135.56","",""
"01/06/2024 20:00:00 - 01/06/2024 21:00:00","BZN|IE(SEM)","Without sequence","135.56","",""
"01/06/2024 21:00:00 - 01/06/2024 22:00:00","BZN|IE(SEM)","Without sequence","135.4","",""
"01/06/2024 22:00:00 - 01/06/2024 23:00:00","BZN|IE(SEM)","Without sequence","134.72","",""
"01/06/2024 23:00:00 - 02/06/2024 00:00:00","BZN|IE(SEM)","Without sequence","122.81","",""
"02/06/2024 00:00:00 - 02/06/2024 01:00:00","BZN|IE(SEM)","Without sequence","118.55","",""
"02/06/2024 01:00:00 - 02/06/2024 02:00:00","BZN|IE(SEM)","Without sequence","103.61","",""
"02/06/2024 02:00:00 - 02/06/2024 03:00:00","BZN|IE(SEM)","Without sequence","107.49","",""
"02/06/2024 03:00:00 - 02/06/2024 04:00:00","BZN|IE(SEM)","Without sequence","99.7","",""
"02/06/2024 04:00:00 - 02/06/2024 05:00:00","BZN|IE(SEM)","Without sequence","97.16","",""
"02/06/2024 05:00:00 - 02/06/2024 06:00:00","BZN|IE(SEM)","Without sequence","94.72","",""
"02/06/2024 06:00:00 - 02/06/2024 07:00:00","BZN|IE(SEM)","Without sequence","91.8","",""
"02/06/2024 07:00:00 - 02/06/2024 08:00:00","BZN|IE(SEM)","Without sequence","88.42","",""
"02/06/2024 08:00:00 - 02/06/2024 09:00:00","BZN|IE(SEM)","Without sequence","93.52","",""
"02/06/2024 09:00:00 - 02/06/2024 10:00:00","BZN|IE(SEM)","Without sequence","123.81","",""
"02/06/2024 10:00:00 - 02/06/2024 11:00:00","BZN|IE(SEM)","Without sequence","129.0","",""
"02/06/2024 11:00:00 - 02/06/2024 12:00:00","BZN|IE(SEM)","Without sequence","129.0","",""
"02/06/2024 12:00:00 - 02/06/2024 13:00:00","BZN|IE(SEM)","Without sequence","129.0","",""
"02/06/2024 13:00:00 - 02/06/2024 14:00:00","BZN|IE(SEM)","Without sequence","117.25","",""
"02/06/2024 14:00:00 - 02/06/2024 15:00:00","BZN|IE(SEM)","Without sequence","99.85","",""
"02/06/2024 15:00:00 - 02/06/2024 16:00:00","BZN|IE(SEM)","Without sequence","92.66","",""
"02/06/2024 16:00:00 - 02/06/2024 17:00:00","BZN|IE(SEM)","Without sequence","91.56","",""
"02/06/2024 17:00:00 - 02/06/2024 18:00:00","BZN|IE(SEM)","Without sequence","95.89","",""
"02/06/2024 18:00:00 - 02/06/2024 19:00:00","BZN|IE(SEM)","Without sequence","110.0","",""
"02/06/2024 19:00:00 - 02/06/2024 20:00:00","BZN|IE(SEM)","Without sequence","125.59","",""
"02/06/2024 20:00:00 - 02/06/2024 21:00:00","BZN|IE(SEM)","Without sequence","130.56","",""
"02/06/2024 21:00:00 - 02/06/2024 22:00:00","BZN|IE(SEM)","Without sequence","131.78","",""
"02/06/2024 22:00:00 - 02/06/2024 23:00:00","BZN|IE(SEM)","Without sequence","128.35","",""
"02/06/2024 23:00:00 - 03/06/2024 00:00:00","BZN|IE(SEM)","Without sequence","117.0","",""
"03/06/2024 00:00:00 - 03/06/2024 01:00:00","BZN|IE(SEM)","Without sequence","97.62","",""
"03/06/2024 01:00:00 - 03/06/2024 02:00:00","BZN|IE(SEM)","Without sequence","94.72","",""
"03/06/2024 02:00:00 - 03/06/2024 03:00:00","BZN|IE(SEM)","Without sequence","92.0","",""
"03/06/2024 03:00:00 - 03/06/2024 04:00:00","BZN|IE(SEM)","Without sequence","90.42","",""
"03/06/2024 04:00:00 - 03/06/2024 05:00:00","BZN|IE(SEM)","Without sequence","88.26","",""
"03/06/2024 05:00:00 - 03/06/2024 06:00:00","BZN|IE(SEM)","Without sequence","86.4","",""
"03/06/2024 06:00:00 - 03/06/2024 07:00:00","BZN|IE(SEM)","Without sequence","88.26","",""
"03/06/2024 07:00:00 - 03/06/2024 08:00:00","BZN|IE(SEM)","Without sequence","96.9","",""
"03/06/2024 08:00:00 - 03/06/2024 09:00:00","BZN|IE(SEM)","Without sequence","110.75","",""
"03/06/2024 09:00:00 - 03/06/2024 10:00:00","BZN|IE(SEM)","Without sequence","125.6","",""
"03/06/2024 10:00:00 - 03/06/2024 11:00:00","BZN|IE(SEM)","Without sequence","130.56","",""
"03/06/2024 11:00:00 - 03/06/2024 12:00:00","BZN|IE(SEM)","Without sequence","130.56","",""
"03/06/2024 12:00:00 - 03/06/2024 13:00:00","BZN|IE(SEM)","Without sequence","130.56","",""
"03/06/2024 13:00:00 - 03/06/2024 14:00:00","BZN|IE(SEM)","Without sequence","138.2","",""
"03/06/2024 14:00:00 - 03/06/2024 15:00:00","BZN|IE(SEM)","Without sequence","115.0","",""
"03/06/2024 15:00:00 - 03/06/2024 16:00:00","BZN|IE(SEM)","Without sequence","105.0","",""
"03/06/2024 16:00:00 - 03/06/2024 17:00:00","BZN|IE(SEM)","Without sequence","101.26","",""
"03/06/2024 17:00:00 - 03/06/2024 18:00:00","BZN|IE(SEM)","Without sequence","114.76","",""
"03/06/2024 18:00:00 - 03/06/2024 19:00:00","BZN|IE(SEM)","Without sequence","140.0","",""
"03/06/2024 19:00:00 - 03/06/2024 20:00:00","BZN|IE(SEM)","Without sequence","142.71","",""
"03/06/2024 20:00:00 - 03/06/2024 21:00:00","BZN|IE(SEM)","Without sequence","145.6","",""
"03/06/2024 21:00:00 - 03/06/2024 22:00:00","BZN|IE(SEM)","Without sequence","145.0","",""
"03/06/2024 22:00:00 - 03/06/2024 23:00:00","BZN|IE(SEM)","Without sequence","150.0","",""
"03/06/2024 23:00:00 - 04/06/2024 00:00:00","BZN|IE(SEM)","Without sequence","130.0","",""
"04/06/2024 00:00:00 - 04/06/2024 01:00:00","BZN|IE(SEM)","Without sequence","140.4","",""
"04/06/2024 01:00:00 - 04/06/2024 02:00:00","BZN|IE(SEM)","Without sequence","110.0","",""
"04/06/2024 02:00:00 - 04/06/2024 03:00:00","BZN|IE(SEM)","Without sequence","101.73","",""
"04/06/2024 03:00:00 - 04/06/2024 04:00:00","BZN|IE(SEM)","Without sequence","95.0","",""
"04/06/2024 04:00:00 - 04/06/2024 05:00:00","BZN|IE(SEM)","Without sequence","87.56","",""
"04/06/2024 05:00:00 - 04/06/2024 06:00:00","BZN|IE(SEM)","Without sequence","86.55","",""
"04/06/2024 06:00:00 - 04/06/2024 07:00:00","BZN|IE(SEM)","Without sequence","86.26","",""
"04/06/2024 07:00:00 - 04/06/2024 08:00:00","BZN|IE(SEM)","Without sequence","113.14","",""
"04/06/2024 08:00:00 - 04/06/2024 09:00:00","BZN|IE(SEM)","Without sequence","125.17","",""
"04/06/2024 09:00:00 - 04/06/2024 10:00:00","BZN|IE(SEM)","Without sequence","116.9","",""
"04/06/2024 10:00:00 - 04/06/2024 11:00:00","BZN|IE(SEM)","Without sequence","96.0","",""
"04/06/2024 11:00:00 - 04/06/2024 12:00:00","BZN|IE(SEM)","Without sequence","83.28","",""
"04/06/2024 12:00:00 - 04/06/2024 13:00:00","BZN|IE(SEM)","Without sequence","70.0","",""
"04/06/2024 13:00:00 - 04/06/2024 14:00:00","BZN|IE(SEM)","Without sequence","53.33","",""
"04/06/2024 14:00:00 - 04/06/2024 15:00:00","BZN|IE(SEM)","Without sequence","48.42","",""
"04/06/2024 15:00:00 - 04/06/2024 16:00:00","BZN|IE(SEM)","Without sequence","43.48","",""
"04/06/2024 16:00:00 - 04/06/2024 17:00:00","BZN|IE(SEM)","Without sequence","47.05","",""
"04/06/2024 17:00:00 - 04/06/2024 18:00:00","BZN|IE(SEM)","Without sequence","64.28","",""
"04/06/2024 18:00:00 - 04/06/2024 19:00:00","BZN|IE(SEM)","Without sequence","83.9","",""
"04/06/2024 19:00:00 - 04/06/2024 20:00:00","BZN|IE(SEM)","Without sequence","103.6","",""
"04/06/2024 20:00:00 - 04/06/2024 21:00:00","BZN|IE(SEM)","Without sequence","117.45","",""
"04/06/2024 21:00:00 - 04/06/2024 22:00:00","BZN|IE(SEM)","Without sequence","131.0","",""
"04/06/2024 22:00:00 - 04/06/2024 23:00:00","BZN|IE(SEM)","Without sequence","161.68","",""
"04/06/2024 23:00:00 - 05/06/2024 00:00:00","BZN|IE(SEM)","Without sequence","176.0","",""
"05/06/2024 00:00:00 - 05/06/2024 01:00:00","BZN|IE(SEM)","Without sequence","115.0","",""
"05/06/2024 01:00:00 - 05/06/2024 02:00:00","BZN|IE(SEM)","Without sequence","96.72","",""
"05/06/2024 02:00:00 - 05/06/2024 03:00:00","BZN|IE(SEM)","Without sequence","95.01","",""
"05/06/2024 03:00:00 - 05/06/2024 04:00:00","BZN|IE(SEM)","Without sequence","95.0","",""
"05/06/2024 04:00:00 - 05/06/2024 05:00:00","BZN|IE(SEM)","Without sequence","95.0","",""
"05/06/2024 05:00:00 - 05/06/2024 06:00:00","BZN|IE(SEM)","Without sequence","95.0","",""
"05/06/2024 06:00:00 - 05/06/2024 07:00:00","BZN|IE(SEM)","Without sequence","95.01","",""
"05/06/2024 07:00:00 - 05/06/2024 08:00:00","BZN|IE(SEM)","Without sequence","130.0","",""
"05/06/2024 08:00:00 - 05/06/2024 09:00:00","BZN|IE(SEM)","Without sequence","170.0","",""
"05/06/2024 09:00:00 - 05/06/2024 10:00:00","BZN|IE(SEM)","Without sequence","171.71","",""
"05/06/2024 10:00:00 - 05/06/2024 11:00:00","BZN|IE(SEM)","Without sequence","138.4","",""
"05/06/2024 11:00:00 - 05/06/2024 12:00:00","BZN|IE(SEM)","Without sequence","132.7","",""
"05/06/2024 12:00:00 - 05/06/2024 13:00:00","BZN|IE(SEM)","Without sequence","118.4","",""
"05/06/2024 13:00:00 - 05/06/2024 14:00:00","BZN|IE(SEM)","Without sequence","96.21","",""
"05/06/2024 14:00:00 - 05/06/2024 15:00:00","BZN|IE(SEM)","Without sequence","89.6","",""
"05/06/2024 15:00:00 - 05/06/2024 16:00:00","BZN|IE(SEM)","Without sequence","85.34","",""
"05/06/2024 16:00:00 - 05/06/2024 17:00:00","BZN|IE(SEM)","Without sequence","83.33","",""
"05/06/2024 17:00:00 - 05/06/2024 18:00:00","BZN|IE(SEM)","Without sequence","87.35","",""
"05/06/2024 18:00:00 - 05/06/2024 19:00:00","BZN|IE(SEM)","Without sequence","97.5","",""
"05/06/2024 19:00:00 - 05/06/2024 20:00:00","BZN|IE(SEM)","Without sequence","120.12","",""
"05/06/2024 20:00:00 - 05/06/2024 21:00:00","BZN|IE(SEM)","Without sequence","131.0","",""
"05/06/2024 21:00:00 - 05/06/2024 22:00:00","BZN|IE(SEM)","Without sequence","135.0","",""
"05/06/2024 22:00:00 - 05/06/2024 23:00:00","BZN|IE(SEM)","Without sequence","146.8","",""
"05/06/2024 23:00:00 - 06/06/2024 00:00:00","BZN|IE(SEM)","Without sequence","145.0","",""
"06/06/2024 00:00:00 - 06/06/2024 01:00:00","BZN|IE(SEM)","Without sequence","109.6","",""
"06/06/2024 01:00:00 - 06/06/2024 02:00:00","BZN|IE(SEM)","Without sequence","93.58","",""
"06/06/2024 02:00:00 - 06/06/2024 03:00:00","BZN|IE(SEM)","Without sequence","95.39","",""
"06/06/2024 03:00:00 - 06/06/2024 04:00:00","BZN|IE(SEM)","Without sequence","95.51","",""
"06/06/2024 04:00:00 - 06/06/2024 05:00:00","BZN|IE(SEM)","Without sequence","99.67","",""
"06/06/2024 05:00:00 - 06/06/2024 06:00:00","BZN|IE(SEM)","Without sequence","107.29","",""
"06/06/2024 06:00:00 - 06/06/2024 07:00:00","BZN|IE(SEM)","Without sequence","110.0","",""
"06/06/2024 07:00:00 - 06/06/2024 08:00:00","BZN|IE(SEM)","Without sequence","123.2","",""
"06/06/2024 08:00:00 - 06/06/2024 09:00:00","BZN|IE(SEM)","Without sequence","137.7","",""
"06/06/2024 09:00:00 - 06/06/2024 10:00:00","BZN|IE(SEM)","Without sequence","156.64","",""
"06/06/2024 10:00:00 - 06/06/2024 11:00:00","BZN|IE(SEM)","Without sequence","145.0","",""
"06/06/2024 11:00:00 - 06/06/2024 12:00:00","BZN|IE(SEM)","Without sequence","128.09","",""
"06/06/2024 12:00:00 - 06/06/2024 13:00:00","BZN|IE(SEM)","Without sequence","113.67","",""
"06/06/2024 13:00:00 - 06/06/2024 14:00:00","BZN|IE(SEM)","Without sequence","97.99","",""
"06/06/2024 14:00:00 - 06/06/2024 15:00:00","BZN|IE(SEM)","Without sequence","92.22","",""
"06/06/2024 15:00:00 - 06/06/2024 16:00:00","BZN|IE(SEM)","Without sequence","92.22","",""
"06/06/2024 16:00:00 - 06/06/2024 17:00:00","BZN|IE(SEM)","Without sequence","89.41","",""
"06/06/2024 17:00:00 - 06/06/2024 18:00:00","BZN|IE(SEM)","Without sequence","90.78","",""
"06/06/2024 18:00:00 - 06/06/2024 19:00:00","BZN|IE(SEM)","Without sequence","104.0","",""
"06/06/2024 19:00:00 - 06/06/2024 20:00:00","BZN|IE(SEM)","Without sequence","120.0","",""
"06/06/2024 20:00:00 - 06/06/2024 21:00:00","BZN|IE(SEM)","Without sequence","132.48","",""
"06/06/2024 21:00:00 - 06/06/2024 22:00:00","BZN|IE(SEM)","Without sequence","138.62","",""
"06/06/2024 22:00:00 - 06/06/2024 23:00:00","BZN|IE(SEM)","Without sequence","134.51","",""
"06/06/2024 23:00:00 - 07/06/2024 00:00:00","BZN|IE(SEM)","Without sequence","115.0","",""
"07/06/2024 00:00:00 - 07/06/2024 01:00:00","BZN|IE(SEM)","Without sequence","146.2","",""
